train_number,train_type,source_station,destination_station,section_id,distance_km,scheduled_travel_time,actual_travel_time,scheduled_arrival,actual_arrival,delay_minutes,speed,weather,temperature,rain,visibility,congestion,station_dwell_time,disruption,timestamp,data_source,distance_remaining_km,remaining_travel_time_minutes,parsed_timestamp
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,143.1,194.5,,,51.4,94.31507334008208,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-02-10T10:00:00Z,SIMULATED,375.0,315.0,2024-02-10 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,398.1,461.8,,,63.7,88.16238003108587,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-02-10T10:00:00Z,SIMULATED,15.0,138.9,2024-02-10 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,142.8,193.8,,,51.0,94.50860207096991,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,375.0,314.1,2024-02-14 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,98.4,119.0,,,20.6,109.70403729498506,LIGHT RAIN,32.0,1.5,4.0,MEDIUM,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,420.0,270.3,2024-02-14 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,147.7,191.4,,,43.7,73.14432680424505,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,420.0,408.2,2024-02-14 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,720.0,460.9,513.4,,,52.5,93.72921209401215,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,15.0,142.1,2024-02-14 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,24.2,40.6,,,16.4,111.7800972900544,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,555.0,319.3,2024-02-14 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,556.1,610.2,,,54.1,67.96987623594013,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,15.0,137.3,2024-02-14 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,945.0,780.5,875.2,,,94.7,72.64880690018882,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,15.0,212.1,2024-02-14 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,210.5,245.3,,,34.8,102.61595122982328,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,240.0,215.1,2024-02-14 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,394.5,442.8,,,48.3,95.82515111081544,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,15.0,127.7,2024-02-14 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,315.0,186.1,223.0,,,36.9,101.55461189944052,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,285.0,240.3,2024-02-14 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,403.8,446.7,,,42.9,73.55506656946186,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,105.0,183.6,2024-02-14 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,900.0,546.5,588.9,,,42.4,98.81843486449092,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,15.0,151.5,2024-02-14 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,810.0,512.1,562.3,,,50.2,94.9056352974237,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,15.0,149.7,2024-02-14 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,62.0,77.8,,,15.8,87.1091683829587,CLEAR,23.2,0.0,9.0,MEDIUM,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,510.0,377.1,2024-02-14 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,855.0,715.4,812.0,,,96.6,71.70711916451373,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,15.0,204.2,2024-02-14 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,51.3,80.6,,,29.3,105.329519674688,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,510.0,329.8,2024-02-14 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,765.0,624.2,717.1,,,92.9,73.53006365533275,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,15.0,190.1,2024-02-14 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,243.3,283.5,,,40.2,99.87964400619316,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,195.0,202.3,2024-02-14 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,1035.0,820.3,908.9,,,88.6,75.70101243035771,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,15.0,215.5,2024-02-14 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,270.0,166.4,211.7,,,45.3,97.33358486381496,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,330.0,278.7,2024-02-14 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,385.0,442.7,,,57.7,91.16947621636048,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,15.0,132.6,2024-02-14 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,310.6,359.3,,,48.7,95.62732085394111,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,105.0,169.6,2024-02-14 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,315.0,287.2,345.6,,,58.4,65.79827092996771,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,285.0,353.3,2024-02-14 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,387.1,451.5,,,64.4,62.77809141566479,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,195.0,295.8,2024-02-14 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,330.2,374.0,,,43.8,98.1227731217501,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,60.0,140.5,2024-02-14 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,309.7,357.9,,,48.2,95.90371990905174,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,105.0,168.9,2024-02-18 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,424.2,474.2,,,50.0,70.00629316118408,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,105.0,195.0,2024-02-18 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,765.0,516.4,578.6,,,62.2,88.89136361920696,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,15.0,157.3,2024-02-18 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,450.0,278.7,325.0,,,46.3,96.86247787972918,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,150.0,189.2,2024-02-18 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,135.0,74.2,95.9,,,21.7,109.1261017460406,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,465.0,292.4,2024-02-18 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,126.5,153.0,,,26.5,106.74464851150398,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,375.0,262.3,2024-02-18 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,244.1,285.0,,,40.9,99.5465102661959,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,195.0,203.4,2024-02-18 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,368.2,417.5,,,49.3,95.3371091794142,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,15.0,123.7,2024-02-18 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,270.0,252.4,314.1,,,61.7,64.17442376669143,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,330.0,400.2,2024-02-18 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,142.2,180.3,,,38.1,75.93281600540705,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,420.0,390.0,2024-02-18 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,391.8,438.9,,,47.1,96.4743137835678,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,15.0,126.4,2024-02-18 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,297.4,342.2,,,44.8,72.62136464372088,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,240.0,283.1,2024-02-18 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,23.4,32.7,,,9.3,115.33744158523685,LIGHT RAIN,23.2,1.5,4.0,LOW,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,555.0,303.0,2024-02-18 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,675.0,438.4,493.6,,,55.2,92.37808443167938,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,15.0,139.9,2024-02-18 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,990.0,727.7,804.4,,,76.7,81.63256411452238,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,15.0,197.7,2024-02-18 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,270.0,158.6,194.3,,,35.7,102.16602611348968,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,330.0,259.5,2024-02-18 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,810.0,662.6,755.9,,,93.3,73.35095332464631,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,15.0,195.6,2024-02-18 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,945.0,778.4,872.7,,,94.3,72.84489391884382,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,15.0,211.7,2024-02-18 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,49.0,68.8,,,19.8,110.09353073284947,LIGHT RAIN,23.2,1.5,4.0,MEDIUM,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,510.0,307.7,2024-02-18 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,720.0,653.8,761.6,,,107.8,66.0756896650399,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,15.0,201.4,2024-02-18 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,31.1,47.3,,,16.2,86.90157327110362,CLEAR,25.6,0.0,9.0,MEDIUM,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,555.0,404.4,2024-02-18 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,900.0,573.3,624.9,,,51.6,94.19119821183504,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,15.0,161.2,2024-02-18 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,598.0,670.6,,,72.6,58.69527829693149,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,15.0,152.9,2024-02-18 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,219.9,263.4,,,43.5,98.23056226394073,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,240.0,230.1,2024-02-18 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,180.0,108.9,150.6,,,41.7,99.14690566594402,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,420.0,315.9,2024-02-18 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,201.5,257.5,,,56.0,67.00393651374144,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,375.0,416.8,2024-02-22 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,384.4,441.8,,,57.4,91.3152445672266,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,15.0,132.3,2024-02-22 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,315.0,189.2,229.4,,,40.2,99.89781400780632,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,285.0,246.4,2024-02-22 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,900.0,744.8,839.8,,,95.0,72.50403673905112,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,15.0,207.4,2024-02-22 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,381.3,451.4,,,70.1,84.96714583668799,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,60.0,172.5,2024-02-22 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,519.2,584.4,,,65.2,62.40885122205629,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,60.0,182.9,2024-02-22 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,45.0,22.9,27.0,,,4.1,117.94532718892192,CLEAR,25.6,0.0,9.0,LOW,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,555.0,291.4,2024-02-22 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,135.0,80.0,117.6,,,37.6,101.21867954086186,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,465.0,328.2,2024-02-22 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,299.8,345.7,,,45.9,72.03958835229872,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,240.0,285.8,2024-02-22 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,450.0,302.6,364.1,,,61.5,89.23611754359338,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,150.0,212.4,2024-02-22 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,810.0,711.4,814.8,,,103.4,68.32033566567922,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,15.0,206.6,2024-02-22 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,90.0,45.9,50.8,,,4.9,117.54339974933704,CLEAR,23.2,0.0,9.0,LOW,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,510.0,275.2,2024-02-22 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,237.2,272.3,,,35.1,102.4310771562489,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,195.0,194.3,2024-02-22 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,418.3,477.5,,,59.2,90.37612085001628,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,15.0,139.2,2024-02-22 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,129.2,160.2,,,31.0,104.50299288716394,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,375.0,271.3,2024-02-22 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,990.0,543.7,565.2,,,21.5,109.25108548573472,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,15.0,139.7,2024-02-22 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,270.0,163.4,205.1,,,41.7,99.16671895207146,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,330.0,271.4,2024-02-22 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,765.0,529.4,596.0,,,66.6,86.70284104142709,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,15.0,162.0,2024-02-22 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,135.0,106.2,143.6,,,37.4,76.28700024939846,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,465.0,418.1,2024-02-22 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,450.0,377.6,424.6,,,47.0,71.50304622362187,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,150.0,222.9,2024-02-22 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,675.0,524.2,609.7,,,85.5,77.2551274796405,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,15.0,172.1,2024-02-22 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,360.0,214.7,253.4,,,38.7,100.6251131866957,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,240.0,221.8,2024-02-22 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,945.0,667.2,737.2,,,70.0,84.97649376256899,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,15.0,185.6,2024-02-22 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,855.0,540.4,590.5,,,50.1,94.92579199049068,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,15.0,154.6,2024-02-22 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,675.0,565.9,612.8,,,46.9,71.57005689786897,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,15.0,134.5,2024-02-22 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,675.0,545.3,636.8,,,91.5,74.26723925781238,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,15.0,178.6,2024-02-26 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,135.0,80.9,120.7,,,39.8,100.10386070820633,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,465.0,333.5,2024-02-26 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,315.0,185.9,222.5,,,36.6,101.68267029227805,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,285.0,239.8,2024-02-26 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,315.0,275.3,328.0,,,52.7,68.66055673423995,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,285.0,336.8,2024-02-26 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,325.7,383.3,,,57.6,91.19057599098043,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,105.0,181.7,2024-02-26 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,333.6,379.4,,,45.8,97.1135463626372,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,60.0,142.9,2024-02-26 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,487.2,544.2,,,57.0,66.50665858738354,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,60.0,171.1,2024-02-26 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,450.0,290.4,344.4,,,54.0,92.98231282038309,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,150.0,200.8,2024-02-26 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,405.0,383.1,446.2,,,63.1,63.4346857618577,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,195.0,292.5,2024-02-26 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,765.0,614.7,705.3,,,90.6,74.67659188400062,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,15.0,187.7,2024-02-26 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,945.0,635.0,696.4,,,61.4,89.29706238034963,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,15.0,176.5,2024-02-26 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,1035.0,855.2,950.0,,,94.8,72.61534066054662,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,15.0,222.2,2024-02-26 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,720.0,470.9,527.4,,,56.5,91.74188866673508,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,15.0,146.3,2024-02-26 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,421.5,482.2,,,60.7,89.67378057539455,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,15.0,140.7,2024-02-26 10:00:00+00:00
IR-12424,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,990.0,531.9,548.5,,,16.6,111.6838420368766,CLEAR,32.0,0.0,9.0,MEDIUM,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,15.0,134.7,2024-02-26 10:00:00+00:00
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,810.0,514.9,566.1,,,51.2,94.38306059694844,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,15.0,150.7,2024-02-26 10:00:00+00:00
IR-12346,EXPRESS,NDLS,PRYJ,KNP-PRYJ-SEC-B,225.0,200.8,256.4,,,55.6,67.22054678177174,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,375.0,415.3,2024-02-26 10:00:00+00:00
