train_number,train_type,source_station,destination_station,section_id,distance_km,scheduled_travel_time,actual_travel_time,scheduled_arrival,actual_arrival,delay_minutes,speed,weather,temperature,rain,visibility,congestion,station_dwell_time,disruption,timestamp,data_source,distance_remaining_km,remaining_travel_time_minutes
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,321.8,377.2,,,55.4,92.2996390016691,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-06-06T10:00:00Z,SIMULATED,105.0,178.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,315.9,367.9,,,52.0,94.0165286405445,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-07-07T10:00:00Z,SIMULATED,105.0,174.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,317.2,369.9,,,52.7,93.645802544015,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,105.0,175.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,313.2,363.6,,,50.4,94.8246209123788,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-09-09T10:00:00Z,SIMULATED,105.0,171.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,316.8,369.3,,,52.5,93.73816290542904,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-10-10T10:00:00Z,SIMULATED,105.0,174.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,325.0,382.2,,,57.2,91.39850868265924,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-11-11T10:00:00Z,SIMULATED,105.0,181.1
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,318.5,372.0,,,53.5,93.24176437906569,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-12-12T10:00:00Z,SIMULATED,105.0,176.1
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,326.1,383.9,,,57.8,91.07772492550286,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-01-13T10:00:00Z,SIMULATED,105.0,182.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,310.6,359.3,,,48.7,95.62732085394111,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,105.0,169.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,314.5,365.6,,,51.1,94.4280292950142,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-03-15T10:00:00Z,SIMULATED,105.0,172.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,318.7,372.3,,,53.6,93.19206992995905,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,105.0,176.2
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,311.9,361.5,,,49.6,95.20961969627731,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-05-17T10:00:00Z,SIMULATED,105.0,170.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,325.9,383.6,,,57.7,91.13833853311796,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-06-18T10:00:00Z,SIMULATED,105.0,181.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,320.3,374.8,,,54.5,92.728539311684,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-07-19T10:00:00Z,SIMULATED,105.0,177.4
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,310.9,359.9,,,49.0,95.5157005731515,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-08-20T10:00:00Z,SIMULATED,105.0,170.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,325.8,383.5,,,57.7,91.16012191226991,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-09-21T10:00:00Z,SIMULATED,105.0,181.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,311.6,360.9,,,49.3,95.32604357263897,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-10-22T10:00:00Z,SIMULATED,105.0,170.4
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,328.6,387.8,,,59.2,90.3919929898132,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-11-23T10:00:00Z,SIMULATED,105.0,183.9
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,313.2,363.6,,,50.4,94.81477382556778,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-12-24T10:00:00Z,SIMULATED,105.0,171.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,316.5,368.8,,,52.3,93.84590236567492,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-01-25T10:00:00Z,SIMULATED,105.0,174.4
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,325.7,383.3,,,57.6,91.19057599098043,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,105.0,181.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,311.9,361.5,,,49.6,95.22430765280266,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-03-27T10:00:00Z,SIMULATED,105.0,170.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,320.4,375.0,,,54.6,92.68941814423135,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,105.0,177.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,305.9,351.7,,,45.8,97.10453414936536,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-05-01T10:00:00Z,SIMULATED,105.0,165.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,317.0,369.6,,,52.6,93.68564267522768,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-06-02T10:00:00Z,SIMULATED,105.0,174.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,322.1,377.7,,,55.6,92.21952911691749,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-07-03T10:00:00Z,SIMULATED,105.0,178.9
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,311.1,360.1,,,49.0,95.48105297219172,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-08-04T10:00:00Z,SIMULATED,105.0,170.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,325.8,383.5,,,57.7,91.16560261251688,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-09-05T10:00:00Z,SIMULATED,105.0,181.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,316.5,368.8,,,52.3,93.83782054394436,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-10-06T10:00:00Z,SIMULATED,105.0,174.4
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,315.4,367.1,,,51.7,94.16646243980402,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-11-07T10:00:00Z,SIMULATED,105.0,173.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,322.0,377.5,,,55.5,92.2313833653277,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-12-08T10:00:00Z,SIMULATED,105.0,178.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,495.0,315.4,367.1,,,51.7,94.17313266844896,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-01-09T10:00:00Z,SIMULATED,105.0,173.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,398.6,476.0,,,77.4,81.27948507124222,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-02-10T10:00:00Z,SIMULATED,60.0,181.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,379.3,448.4,,,69.1,85.42757798768889,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-03-11T10:00:00Z,SIMULATED,60.0,171.2
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,383.6,454.7,,,71.1,84.47196442523284,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-04-12T10:00:00Z,SIMULATED,60.0,173.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,385.5,457.4,,,71.9,84.0478328487218,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-05-13T10:00:00Z,SIMULATED,60.0,174.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,370.6,435.7,,,65.1,87.42980231186968,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-06-14T10:00:00Z,SIMULATED,60.0,166.3
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,388.6,461.9,,,73.3,83.37051745124364,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-07-15T10:00:00Z,SIMULATED,60.0,176.5
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,376.3,444.1,,,67.8,86.0992584349828,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-08-16T10:00:00Z,SIMULATED,60.0,169.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,378.7,447.6,,,68.9,85.55794736250677,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-09-17T10:00:00Z,SIMULATED,60.0,171.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,385.0,456.7,,,71.7,84.16467535767194,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-10-18T10:00:00Z,SIMULATED,60.0,174.5
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,374.6,441.6,,,67.0,86.4841882630088,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-11-19T10:00:00Z,SIMULATED,60.0,168.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,384.4,455.8,,,71.4,84.29316138923106,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-12-20T10:00:00Z,SIMULATED,60.0,174.1
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,378.8,447.7,,,68.9,85.53558341814198,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-01-21T10:00:00Z,SIMULATED,60.0,171.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,381.3,451.4,,,70.1,84.96714583668799,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-02-22T10:00:00Z,SIMULATED,60.0,172.5
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,385.9,458.0,,,72.1,83.96819641627695,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-03-23T10:00:00Z,SIMULATED,60.0,175.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,376.6,444.5,,,67.9,86.03506859643353,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-04-24T10:00:00Z,SIMULATED,60.0,169.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,396.8,473.5,,,76.7,81.64770796991252,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-05-25T10:00:00Z,SIMULATED,60.0,180.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,374.6,441.6,,,67.0,86.49290707380962,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-06-26T10:00:00Z,SIMULATED,60.0,168.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,384.2,455.5,,,71.3,84.34002523957528,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-07-27T10:00:00Z,SIMULATED,60.0,174.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,394.2,469.8,,,75.6,82.1975684554551,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-08-28T10:00:00Z,SIMULATED,60.0,179.4
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,366.7,430.0,,,63.3,88.35995297225065,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-09-01T10:00:00Z,SIMULATED,60.0,164.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,382.5,453.1,,,70.6,84.71240965351078,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-10-02T10:00:00Z,SIMULATED,60.0,173.1
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,369.7,434.4,,,64.7,87.62960473704246,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-11-03T10:00:00Z,SIMULATED,60.0,165.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,374.1,440.9,,,66.8,86.59714476923705,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-12-04T10:00:00Z,SIMULATED,60.0,168.4
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,383.7,454.8,,,71.1,84.4303288578148,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-01-05T10:00:00Z,SIMULATED,60.0,173.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,379.2,448.3,,,69.1,85.44998809482664,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-02-06T10:00:00Z,SIMULATED,60.0,171.2
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,395.9,472.2,,,76.3,81.84704458024495,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-03-07T10:00:00Z,SIMULATED,60.0,180.3
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,373.8,440.4,,,66.6,86.68379923475445,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-04-08T10:00:00Z,SIMULATED,60.0,168.1
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,377.2,445.4,,,68.2,85.88693258903368,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-05-09T10:00:00Z,SIMULATED,60.0,170.1
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,395.2,471.2,,,76.0,81.99050408437134,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-06-10T10:00:00Z,SIMULATED,60.0,179.9
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,370.9,436.2,,,65.3,87.35983164745863,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-07-11T10:00:00Z,SIMULATED,60.0,166.5
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,393.4,468.7,,,75.3,82.3641574745016,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-08-12T10:00:00Z,SIMULATED,60.0,179.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,393.3,468.5,,,75.2,82.38082555899638,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-09-13T10:00:00Z,SIMULATED,60.0,178.9
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,392.6,467.6,,,75.0,82.51651267522054,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-10-14T10:00:00Z,SIMULATED,60.0,178.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,395.4,471.5,,,76.1,81.9420350999201,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-11-15T10:00:00Z,SIMULATED,60.0,180.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,540.0,365.8,428.7,,,62.9,88.56322416031222,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-12-16T10:00:00Z,SIMULATED,60.0,163.5
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,377.4,431.4,,,54.0,93.00922404609344,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-01-17T10:00:00Z,SIMULATED,15.0,128.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,368.2,417.5,,,49.3,95.3371091794142,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-02-18T10:00:00Z,SIMULATED,15.0,123.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,374.3,426.7,,,52.4,93.78332158958445,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-03-19T10:00:00Z,SIMULATED,15.0,127.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,379.4,434.4,,,55.0,92.5112571652321,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-04-20T10:00:00Z,SIMULATED,15.0,129.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,377.3,431.2,,,53.9,93.02696410099858,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-05-21T10:00:00Z,SIMULATED,15.0,128.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,377.9,432.1,,,54.2,92.87509721226772,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-06-22T10:00:00Z,SIMULATED,15.0,128.9
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,367.0,415.7,,,48.7,95.64529801424789,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-07-23T10:00:00Z,SIMULATED,15.0,123.1
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,368.3,417.7,,,49.4,95.29093249103764,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-08-24T10:00:00Z,SIMULATED,15.0,123.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,378.5,433.0,,,54.5,92.74478317380836,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-09-25T10:00:00Z,SIMULATED,15.0,129.2
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,359.3,403.9,,,44.6,97.67808673016856,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-10-26T10:00:00Z,SIMULATED,15.0,118.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,377.8,432.0,,,54.2,92.91106196992122,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-11-27T10:00:00Z,SIMULATED,15.0,128.9
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,365.4,413.3,,,47.9,96.07222152594312,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-12-28T10:00:00Z,SIMULATED,15.0,122.3
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,362.6,409.0,,,46.4,96.80180831353576,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-01-01T10:00:00Z,SIMULATED,15.0,120.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,378.8,433.5,,,54.7,92.6637568659887,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-02-02T10:00:00Z,SIMULATED,15.0,129.4
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,360.5,405.8,,,45.3,97.35262696984016,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-03-03T10:00:00Z,SIMULATED,15.0,119.5
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,385.0,442.7,,,57.7,91.17444327947943,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-04-04T10:00:00Z,SIMULATED,15.0,132.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,373.7,425.9,,,52.2,93.91964713530191,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-05-05T10:00:00Z,SIMULATED,15.0,126.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,373.6,425.7,,,52.1,93.9399518315674,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-06-06T10:00:00Z,SIMULATED,15.0,126.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,378.2,432.6,,,54.4,92.80393735554016,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-07-07T10:00:00Z,SIMULATED,15.0,129.1
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,372.6,424.2,,,51.6,94.20195057384996,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-08-08T10:00:00Z,SIMULATED,15.0,126.2
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,379.2,434.1,,,54.9,92.56655695589154,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-09-09T10:00:00Z,SIMULATED,15.0,129.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,362.7,409.2,,,46.5,96.770466642224,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-10-10T10:00:00Z,SIMULATED,15.0,120.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,370.2,420.6,,,50.4,94.82384290220612,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-11-11T10:00:00Z,SIMULATED,15.0,124.9
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,383.1,439.9,,,56.8,91.61201135650336,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-12-12T10:00:00Z,SIMULATED,15.0,131.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,359.9,404.8,,,44.9,97.53215392264862,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-01-13T10:00:00Z,SIMULATED,15.0,119.1
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,385.0,442.7,,,57.7,91.16947621636048,CLEAR,20.8,0.0,9.0,HIGH,5.0,NONE,2024-02-14T10:00:00Z,SIMULATED,15.0,132.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,368.0,417.2,,,49.2,95.38595443471549,CLEAR,23.2,0.0,9.0,HIGH,5.0,NONE,2024-03-15T10:00:00Z,SIMULATED,15.0,123.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,365.5,413.4,,,47.9,96.0277875846019,CLEAR,25.6,0.0,9.0,HIGH,5.0,NONE,2024-04-16T10:00:00Z,SIMULATED,15.0,122.3
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,373.4,425.4,,,52.0,93.99526889242148,CLEAR,28.8,0.0,9.0,HIGH,5.0,NONE,2024-05-17T10:00:00Z,SIMULATED,15.0,126.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,368.4,417.8,,,49.4,95.27563996290904,CLEAR,32.0,0.0,9.0,HIGH,5.0,NONE,2024-06-18T10:00:00Z,SIMULATED,15.0,123.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,377.1,430.9,,,53.8,93.08927825198046,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-07-19T10:00:00Z,SIMULATED,15.0,128.5
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,371.4,422.4,,,51.0,94.50685752979912,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-08-20T10:00:00Z,SIMULATED,15.0,125.5
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,367.8,417.0,,,49.2,95.42085621889106,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-09-21T10:00:00Z,SIMULATED,15.0,123.6
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,394.1,456.0,,,61.9,89.06549964731032,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-10-22T10:00:00Z,SIMULATED,15.0,137.0
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,585.0,364.1,411.3,,,47.2,96.40323165988092,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-11-23T10:00:00Z,SIMULATED,15.0,121.5
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,435.5,501.9,,,66.4,86.79709886504038,FOGGY,20.8,0.0,1.5,HIGH,5.0,NONE,2024-12-24T10:00:00Z,SIMULATED,15.0,146.8
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,408.6,463.6,,,55.0,92.50080890324722,LIGHT RAIN,23.2,1.5,4.0,HIGH,5.0,NONE,2024-01-25T10:00:00Z,SIMULATED,15.0,134.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,421.5,482.2,,,60.7,89.67378057539455,LIGHT RAIN,25.6,1.5,4.0,HIGH,5.0,NONE,2024-02-26T10:00:00Z,SIMULATED,15.0,140.7
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,423.0,484.3,,,61.3,89.35845820041182,LIGHT RAIN,28.8,1.5,4.0,HIGH,5.0,NONE,2024-03-27T10:00:00Z,SIMULATED,15.0,141.4
IR-12423,SUPERFAST,NDLS,PRYJ,KNP-PRYJ-SEC-B,630.0,417.9,477.0,,,59.1,90.45301967470049,LIGHT RAIN,32.0,1.5,4.0,HIGH,5.0,NONE,2024-04-28T10:00:00Z,SIMULATED,15.0,139.0
