TrainID,priority,TrainType,StationOrder,halt_time_minutes,distance_travelled_km,distance_remaining_km,speed_kmph,hour_of_day,is_peak_hour,DayOfWeek,is_weekend,temperature_c,rainfall_intensity_mmh,visibility_km,weather_risk_score,Weather,trains_in_section,preceding_delay_minutes,target_delay_minutes,target_congestion_level
IR-12423,2,SUPERFAST,14,5.0,630.0,15.0,86.46162385768542,18,1,Saturday,1,28.8,0.0,9.0,10,Clear,3,43.6,67.1,HIGH
IR-12423,2,SUPERFAST,14,5.0,630.0,15.0,90.36161000027055,22,0,Saturday,1,32.0,0.0,9.0,10,Clear,1,38.5,59.3,HIGH
IR-12423,2,SUPERFAST,14,5.0,630.0,15.0,85.84072767535372,8,1,Sunday,1,20.8,0.0,1.5,65,Foggy,3,44.4,68.3,HIGH
IR-12423,2,SUPERFAST,14,5.0,630.0,15.0,89.62754164950644,11,0,Sunday,1,23.2,1.5,4.0,40,Light Rain,1,39.5,60.7,HIGH
IR-12423,2,SUPERFAST,14,5.0,630.0,15.0,88.78896182640297,14,0,Sunday,1,25.6,1.5,4.0,40,Light Rain,1,40.6,62.4,HIGH
IR-12423,2,SUPERFAST,14,5.0,630.0,15.0,87.34213070161928,18,1,Sunday,1,28.8,1.5,4.0,40,Light Rain,3,42.5,65.3,HIGH
IR-12423,2,SUPERFAST,14,5.0,630.0,15.0,90.9804812219708,22,0,Sunday,1,32.0,1.5,4.0,40,Light Rain,1,37.7,58.0,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,89.68462006297986,8,1,Monday,0,20.8,0.0,1.5,65,Foggy,3,39.4,60.6,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,94.41563229351422,11,0,Monday,0,23.2,1.5,4.0,40,Light Rain,1,33.3,51.2,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,93.90605099991869,14,0,Monday,0,25.6,1.5,4.0,40,Light Rain,1,33.9,52.2,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,91.41292005126034,18,1,Monday,0,28.8,1.5,4.0,40,Light Rain,3,37.2,57.2,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,96.39198662221298,22,0,Monday,0,32.0,1.5,4.0,40,Light Rain,1,30.7,47.2,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,91.69905978028,8,1,Tuesday,0,20.8,0.0,9.0,10,Clear,3,36.8,56.6,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,92.80523765410294,11,0,Tuesday,0,23.2,0.0,9.0,10,Clear,1,35.4,54.4,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,93.09671462324428,14,0,Tuesday,0,25.6,0.0,9.0,10,Clear,1,35.0,53.8,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,93.8541144718827,18,1,Tuesday,0,28.8,0.0,9.0,10,Clear,3,34.0,52.3,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,94.73459040802777,22,0,Tuesday,0,32.0,0.0,9.0,10,Clear,1,32.8,50.5,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,91.41064133692663,8,1,Wednesday,0,20.8,0.0,9.0,10,Clear,3,37.2,57.2,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,94.85859721201305,11,0,Wednesday,0,23.2,0.0,9.0,10,Clear,1,32.7,50.3,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,93.58388966951313,14,0,Wednesday,0,25.6,0.0,9.0,10,Clear,1,34.3,52.8,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,91.18573290369272,18,1,Wednesday,0,28.8,0.0,9.0,10,Clear,3,37.5,57.6,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,96.17579359640203,22,0,Wednesday,0,32.0,0.0,9.0,10,Clear,1,31.0,47.6,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,92.37808443167938,8,1,Thursday,0,20.8,0.0,1.5,65,Foggy,3,35.9,55.2,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,92.2789912530977,11,0,Thursday,0,23.2,1.5,4.0,40,Light Rain,1,36.0,55.4,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,95.10697306083652,14,0,Thursday,0,25.6,1.5,4.0,40,Light Rain,1,32.4,49.8,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,90.40320504234998,18,1,Thursday,0,28.8,1.5,4.0,40,Light Rain,3,38.5,59.2,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,93.03268781836742,22,0,Thursday,0,32.0,1.5,4.0,40,Light Rain,1,35.1,53.9,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,91.19697790285625,8,1,Friday,0,20.8,0.0,9.0,10,Clear,3,37.4,57.6,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,94.54161361892582,11,0,Friday,0,23.2,0.0,9.0,10,Clear,1,33.1,50.9,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,93.04630180467407,14,0,Friday,0,25.6,0.0,9.0,10,Clear,1,35.0,53.9,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,90.73662677836501,18,1,Friday,0,28.8,0.0,9.0,10,Clear,3,38.0,58.5,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,93.12088671776554,22,0,Friday,0,32.0,0.0,9.0,10,Clear,1,34.9,53.8,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,92.72975899049317,8,1,Saturday,1,20.8,0.0,9.0,10,Clear,3,35.5,54.5,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,93.90635649256473,11,0,Saturday,1,23.2,0.0,9.0,10,Clear,1,33.9,52.2,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,96.9803942870276,14,0,Saturday,1,25.6,0.0,9.0,10,Clear,1,29.9,46.0,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,92.96981778187147,18,1,Saturday,1,28.8,0.0,9.0,10,Clear,3,35.1,54.1,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,95.28744466432222,22,0,Saturday,1,32.0,0.0,9.0,10,Clear,1,32.1,49.4,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,91.60580082700726,8,1,Sunday,1,20.8,0.0,1.5,65,Foggy,3,36.9,56.8,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,93.65007093622677,11,0,Sunday,1,23.2,1.5,4.0,40,Light Rain,1,34.3,52.7,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,94.20024306396908,14,0,Sunday,1,25.6,1.5,4.0,40,Light Rain,1,33.5,51.6,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,90.7980801377652,18,1,Sunday,1,28.8,1.5,4.0,40,Light Rain,3,38.0,58.4,HIGH
IR-12423,2,SUPERFAST,15,5.0,675.0,15.0,94.35224901299569,22,0,Sunday,1,32.0,1.5,4.0,40,Light Rain,1,33.3,51.3,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,87.57071277874823,8,1,Monday,0,20.8,0.0,1.5,65,Foggy,3,42.2,64.9,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,92.63709690756235,11,0,Monday,0,23.2,1.5,4.0,40,Light Rain,1,35.6,54.7,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,92.53953745569001,14,0,Monday,0,25.6,1.5,4.0,40,Light Rain,1,35.7,54.9,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,88.90142418876297,18,1,Monday,0,28.8,1.5,4.0,40,Light Rain,3,40.4,62.2,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,93.72921209401215,22,0,Monday,0,32.0,1.5,4.0,40,Light Rain,1,34.2,52.5,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,90.65112366288243,8,1,Tuesday,0,20.8,0.0,9.0,10,Clear,3,38.2,58.7,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,92.46914250897669,11,0,Tuesday,0,23.2,0.0,9.0,10,Clear,1,35.8,55.1,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,94.20463822614029,14,0,Tuesday,0,25.6,0.0,9.0,10,Clear,1,33.5,51.6,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,90.84819745513407,18,1,Tuesday,0,28.8,0.0,9.0,10,Clear,3,37.9,58.3,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,94.4734803324984,22,0,Tuesday,0,32.0,0.0,9.0,10,Clear,1,33.2,51.1,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,91.39368693811888,8,1,Wednesday,0,20.8,0.0,9.0,10,Clear,3,37.2,57.2,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,91.52523917538952,11,0,Wednesday,0,23.2,0.0,9.0,10,Clear,1,37.0,56.9,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,95.4553703095277,14,0,Wednesday,0,25.6,0.0,9.0,10,Clear,1,31.9,49.1,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,92.11727808233245,18,1,Wednesday,0,28.8,0.0,9.0,10,Clear,3,36.2,55.8,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,90.04351870454934,22,0,Wednesday,0,32.0,0.0,9.0,10,Clear,1,38.9,59.9,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,88.23199919326618,8,1,Thursday,0,20.8,0.0,1.5,65,Foggy,3,41.3,63.5,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,91.74188866673508,11,0,Thursday,0,23.2,1.5,4.0,40,Light Rain,1,36.7,56.5,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,95.1431072721617,14,0,Thursday,0,25.6,1.5,4.0,40,Light Rain,1,32.3,49.7,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,88.04604024255312,18,1,Thursday,0,28.8,1.5,4.0,40,Light Rain,3,41.5,63.9,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,91.63309384496026,22,0,Thursday,0,32.0,1.5,4.0,40,Light Rain,1,36.9,56.7,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,92.68633302585532,8,1,Friday,0,20.8,0.0,9.0,10,Clear,3,35.5,54.6,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,92.47606933787013,11,0,Friday,0,23.2,0.0,9.0,10,Clear,1,35.8,55.0,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,93.23319769339038,14,0,Friday,0,25.6,0.0,9.0,10,Clear,1,34.8,53.5,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,90.70270618509383,18,1,Friday,0,28.8,0.0,9.0,10,Clear,3,38.1,58.6,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,93.46395935070935,22,0,Friday,0,32.0,0.0,9.0,10,Clear,1,34.5,53.1,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,90.25192074386635,8,1,Saturday,1,20.8,0.0,9.0,10,Clear,3,38.7,59.5,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,91.48648514300866,11,0,Saturday,1,23.2,0.0,9.0,10,Clear,1,37.1,57.0,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,91.2753046630129,14,0,Saturday,1,25.6,0.0,9.0,10,Clear,1,37.3,57.4,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,92.22371659521406,18,1,Saturday,1,28.8,0.0,9.0,10,Clear,3,36.1,55.6,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,92.97197147168265,22,0,Saturday,1,32.0,0.0,9.0,10,Clear,1,35.1,54.1,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,90.27249475574881,8,1,Sunday,1,20.8,0.0,1.5,65,Foggy,3,38.6,59.5,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,90.71904570139608,11,0,Sunday,1,23.2,1.5,4.0,40,Light Rain,1,38.1,58.6,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,90.85251749605752,14,0,Sunday,1,25.6,1.5,4.0,40,Light Rain,1,37.9,58.3,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,90.50649245972876,18,1,Sunday,1,28.8,1.5,4.0,40,Light Rain,3,38.3,59.0,HIGH
IR-12423,2,SUPERFAST,16,5.0,720.0,15.0,93.27582817757929,22,0,Sunday,1,32.0,1.5,4.0,40,Light Rain,1,34.7,53.4,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,86.74966733903278,8,1,Monday,0,20.8,0.0,1.5,65,Foggy,3,43.2,66.5,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,89.99766453809926,11,0,Monday,0,23.2,1.5,4.0,40,Light Rain,1,39.0,60.0,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,92.12546154416036,14,0,Monday,0,25.6,1.5,4.0,40,Light Rain,1,36.2,55.7,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,83.75044826954891,18,1,Monday,0,28.8,1.5,4.0,40,Light Rain,3,47.1,72.5,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,90.50380308875968,22,0,Monday,0,32.0,1.5,4.0,40,Light Rain,1,38.3,59.0,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,86.70284104142709,8,1,Tuesday,0,20.8,0.0,9.0,10,Clear,3,43.3,66.6,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,89.84230273476228,11,0,Tuesday,0,23.2,0.0,9.0,10,Clear,1,39.2,60.3,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,89.01063346039847,14,0,Tuesday,0,25.6,0.0,9.0,10,Clear,1,40.3,62.0,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,87.10045131100708,18,1,Tuesday,0,28.8,0.0,9.0,10,Clear,3,42.8,65.8,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,91.93710487874591,22,0,Tuesday,0,32.0,0.0,9.0,10,Clear,1,36.5,56.1,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,85.2214031100977,8,1,Wednesday,0,20.8,0.0,9.0,10,Clear,3,45.2,69.6,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,88.86480255575333,11,0,Wednesday,0,23.2,0.0,9.0,10,Clear,1,40.5,62.3,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,88.45986726246517,14,0,Wednesday,0,25.6,0.0,9.0,10,Clear,1,41.0,63.1,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,86.60965209790822,18,1,Wednesday,0,28.8,0.0,9.0,10,Clear,3,43.4,66.8,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,87.93826149855371,22,0,Wednesday,0,32.0,0.0,9.0,10,Clear,1,41.7,64.1,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,88.49873480411951,8,1,Thursday,0,20.8,0.0,1.5,65,Foggy,3,41.0,63.0,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,89.9527099595031,11,0,Thursday,0,23.2,1.5,4.0,40,Light Rain,1,39.1,60.1,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,87.33361005696437,14,0,Thursday,0,25.6,1.5,4.0,40,Light Rain,1,42.5,65.3,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,85.50358905138546,18,1,Thursday,0,28.8,1.5,4.0,40,Light Rain,3,44.8,69.0,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,88.18296564642628,22,0,Thursday,0,32.0,1.5,4.0,40,Light Rain,1,41.4,63.6,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,86.89948820643374,8,1,Friday,0,20.8,0.0,9.0,10,Clear,3,43.0,66.2,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,86.8617158146647,11,0,Friday,0,23.2,0.0,9.0,10,Clear,1,43.1,66.3,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,89.43420375784005,14,0,Friday,0,25.6,0.0,9.0,10,Clear,1,39.7,61.1,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,86.69000286001625,18,1,Friday,0,28.8,0.0,9.0,10,Clear,3,43.3,66.6,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,90.5840067638047,22,0,Friday,0,32.0,0.0,9.0,10,Clear,1,38.2,58.8,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,86.28796337877901,8,1,Saturday,1,20.8,0.0,9.0,10,Clear,3,43.8,67.4,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,90.69152676021147,11,0,Saturday,1,23.2,0.0,9.0,10,Clear,1,38.1,58.6,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,90.32056660204357,14,0,Saturday,1,25.6,0.0,9.0,10,Clear,1,38.6,59.4,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,85.62194233267633,18,1,Saturday,1,28.8,0.0,9.0,10,Clear,3,44.7,68.8,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,88.89136361920696,22,0,Saturday,1,32.0,0.0,9.0,10,Clear,1,40.4,62.2,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,85.94465466307597,8,1,Sunday,1,20.8,0.0,1.5,65,Foggy,3,44.3,68.1,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,90.10651973560996,11,0,Sunday,1,23.2,1.5,4.0,40,Light Rain,1,38.9,59.8,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,88.35821428715579,14,0,Sunday,1,25.6,1.5,4.0,40,Light Rain,1,41.1,63.3,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,87.41390873699324,18,1,Sunday,1,28.8,1.5,4.0,40,Light Rain,3,42.4,65.2,HIGH
IR-12423,2,SUPERFAST,17,5.0,765.0,15.0,87.81601502562285,22,0,Sunday,1,32.0,1.5,4.0,40,Light Rain,1,41.8,64.4,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,95.31693438680699,8,1,Monday,0,20.8,0.0,1.5,65,Foggy,3,32.1,49.4,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,97.53151647279884,11,0,Monday,0,23.2,1.5,4.0,40,Light Rain,1,29.2,44.9,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,94.68160053998963,14,0,Monday,0,25.6,1.5,4.0,40,Light Rain,1,32.9,50.6,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,93.82765117063802,18,1,Monday,0,28.8,1.5,4.0,40,Light Rain,3,34.0,52.3,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,96.65179448277185,22,0,Monday,0,32.0,1.5,4.0,40,Light Rain,1,30.4,46.7,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,96.2227274816994,8,1,Tuesday,0,20.8,0.0,9.0,10,Clear,3,30.9,47.6,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,97.49241463812649,11,0,Tuesday,0,23.2,0.0,9.0,10,Clear,1,29.3,45.0,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,98.86250160289165,14,0,Tuesday,0,25.6,0.0,9.0,10,Clear,1,27.5,42.3,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,94.07500216284609,18,1,Tuesday,0,28.8,0.0,9.0,10,Clear,3,33.7,51.8,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,98.5719450981137,22,0,Tuesday,0,32.0,0.0,9.0,10,Clear,1,27.9,42.9,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,96.07607229564746,8,1,Wednesday,0,20.8,0.0,9.0,10,Clear,3,31.1,47.8,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,100.00973560361065,11,0,Wednesday,0,23.2,0.0,9.0,10,Clear,1,26.0,40.0,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,98.56674140663223,14,0,Wednesday,0,25.6,0.0,9.0,10,Clear,1,27.9,42.9,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,97.53220813556553,18,1,Wednesday,0,28.8,0.0,9.0,10,Clear,3,29.2,44.9,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,97.22367531112948,22,0,Wednesday,0,32.0,0.0,9.0,10,Clear,1,29.6,45.6,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,95.02021616563844,8,1,Thursday,0,20.8,0.0,1.5,65,Foggy,3,32.5,50.0,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,96.07174900361694,11,0,Thursday,0,23.2,1.5,4.0,40,Light Rain,1,31.1,47.9,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,100.41684915878574,14,0,Thursday,0,25.6,1.5,4.0,40,Light Rain,1,25.5,39.2,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,94.9056352974237,18,1,Thursday,0,28.8,1.5,4.0,40,Light Rain,3,32.6,50.2,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,98.13848685666451,22,0,Thursday,0,32.0,1.5,4.0,40,Light Rain,1,28.4,43.7,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,94.33065462386318,8,1,Friday,0,20.8,0.0,9.0,10,Clear,3,33.4,51.3,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,96.24264724613111,11,0,Friday,0,23.2,0.0,9.0,10,Clear,1,30.9,47.5,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,97.13783419258368,14,0,Friday,0,25.6,0.0,9.0,10,Clear,1,29.7,45.7,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,95.52434974585105,18,1,Friday,0,28.8,0.0,9.0,10,Clear,3,31.8,49.0,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,97.0475612564254,22,0,Friday,0,32.0,0.0,9.0,10,Clear,1,29.8,45.9,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,96.34505728774705,8,1,Saturday,1,20.8,0.0,9.0,10,Clear,3,30.8,47.3,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,99.69972129518641,11,0,Saturday,1,23.2,0.0,9.0,10,Clear,1,26.4,40.6,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,97.87972243623699,14,0,Saturday,1,25.6,0.0,9.0,10,Clear,1,28.8,44.2,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,95.52725031574232,18,1,Saturday,1,28.8,0.0,9.0,10,Clear,3,31.8,48.9,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,98.98638772298195,22,0,Saturday,1,32.0,0.0,9.0,10,Clear,1,27.3,42.0,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,94.38306059694844,8,1,Sunday,1,20.8,0.0,1.5,65,Foggy,3,33.3,51.2,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,97.04743108733575,11,0,Sunday,1,23.2,1.5,4.0,40,Light Rain,1,29.8,45.9,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,96.49516598024114,14,0,Sunday,1,25.6,1.5,4.0,40,Light Rain,1,30.6,47.0,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,94.25382894460596,18,1,Sunday,1,28.8,1.5,4.0,40,Light Rain,3,33.5,51.5,HIGH
IR-12423,2,SUPERFAST,18,5.0,810.0,15.0,99.56131002809123,22,0,Sunday,1,32.0,1.5,4.0,40,Light Rain,1,26.6,40.9,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,89.44918546210651,8,1,Monday,0,20.8,0.0,1.5,65,Foggy,3,39.7,61.1,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,97.70187151661135,11,0,Monday,0,23.2,1.5,4.0,40,Light Rain,1,29.0,44.6,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,93.19317394274141,14,0,Monday,0,25.6,1.5,4.0,40,Light Rain,1,34.8,53.6,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,93.06981510635606,18,1,Monday,0,28.8,1.5,4.0,40,Light Rain,3,35.0,53.9,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,94.15177679162991,22,0,Monday,0,32.0,1.5,4.0,40,Light Rain,1,33.6,51.7,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,91.8998779048359,8,1,Tuesday,0,20.8,0.0,9.0,10,Clear,3,36.5,56.2,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,98.10636699284677,11,0,Tuesday,0,23.2,0.0,9.0,10,Clear,1,28.5,43.8,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,96.76566181109742,14,0,Tuesday,0,25.6,0.0,9.0,10,Clear,1,30.2,46.5,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,95.39781619683828,18,1,Tuesday,0,28.8,0.0,9.0,10,Clear,3,32.0,49.2,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,97.78272005944501,22,0,Tuesday,0,32.0,0.0,9.0,10,Clear,1,28.9,44.4,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,92.59711909867526,8,1,Wednesday,0,20.8,0.0,9.0,10,Clear,3,35.6,54.8,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,95.98563922350816,11,0,Wednesday,0,23.2,0.0,9.0,10,Clear,1,31.2,48.0,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,95.45438123971391,14,0,Wednesday,0,25.6,0.0,9.0,10,Clear,1,31.9,49.1,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,94.86512188074934,18,1,Wednesday,0,28.8,0.0,9.0,10,Clear,3,32.7,50.3,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,98.00662513100811,22,0,Wednesday,0,32.0,0.0,9.0,10,Clear,1,28.6,44.0,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,92.25095532562084,8,1,Thursday,0,20.8,0.0,1.5,65,Foggy,3,36.1,55.5,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,95.60329178216983,11,0,Thursday,0,23.2,1.5,4.0,40,Light Rain,1,31.7,48.8,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,92.73704590647372,14,0,Thursday,0,25.6,1.5,4.0,40,Light Rain,1,35.4,54.5,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,94.93344069451669,18,1,Thursday,0,28.8,1.5,4.0,40,Light Rain,3,32.6,50.1,HIGH
IR-12423,2,SUPERFAST,19,5.0,855.0,15.0,94.92579199049067,22,0,Thursday,0,32.0,1.5,4.0,40,Light Rain,1,32.6,50.1,HIGH
